ending,frequency,probability
सवाल,36,2.7223292248848114e-05
बचाओ,3,2.2686076874040095e-06
ऐलान,32,2.4198481998976103e-05
लौटी,90,6.805823062212028e-05
लिखी,80,6.049620499744025e-05
सी.एल.यू,6,4.537215374808019e-06
सबूत,21,1.588025381182807e-05
वोट,81,6.125240755990826e-05
नुकसान,15,1.1343038437020048e-05
कराईं,3,2.2686076874040095e-06
सेना,3,2.2686076874040095e-06
ख्याल,3,2.2686076874040095e-06
बचें,196,0.00014821570224372862
भूलें,106,8.015747162160834e-05
निपटाएंगे,3,2.2686076874040095e-06
फीसदी,40,3.0248102498720126e-05
परिवारवाद,3,2.2686076874040095e-06
खरीदे,11,8.318228187148034e-06
कमाया,38,2.8735697373784122e-05
रुपये,113,8.545088955888436e-05
कार्रवाई,19,1.4367848686892061e-05
लिंक,3,2.2686076874040095e-06
बोलते,40,3.0248102498720126e-05
पाऊंगी,40,3.0248102498720126e-05
लूंगी,49,3.7053925560932156e-05
निपटगी,3,2.2686076874040095e-06
वेल,3,2.2686076874040095e-06
दास्तान,28,2.1173671749104088e-05
अपनाई,32,2.4198481998976103e-05
उतरती,3,2.2686076874040095e-06
बख्शेगी,10,7.5620256246800315e-06
पहंची,9,6.805823062212029e-06
अगवा,3,2.2686076874040095e-06
खतरा,37,2.7979494811316118e-05
चालें,3,2.2686076874040095e-06
नामोनिशान,3,2.2686076874040095e-06
एस.पी,9,6.805823062212029e-06
अलग,64,4.8396963997952206e-05
एच,3,2.2686076874040095e-06
पहनाएंगे,3,2.2686076874040095e-06
और,74,5.5958989622632236e-05
बहू..,3,2.2686076874040095e-06
गया..,3,2.2686076874040095e-06
स्टाइल,17,1.2855443561956053e-05
जलें,3,2.2686076874040095e-06
.....,3,2.2686076874040095e-06
बनाएंगी,40,3.0248102498720126e-05
निजात..,3,2.2686076874040095e-06
बुलाई,88,6.654582549718427e-05
एम.एन,3,2.2686076874040095e-06
सरगना,3,2.2686076874040095e-06
बगदादी,33,2.4954684561444106e-05
नाम,76,5.7471394747568244e-05
दूंगी,50,3.781012812340016e-05
बहाया,15,1.1343038437020048e-05
लाया,42,3.176050762365614e-05
करवाई,222,0.0001678769688678967
टूटेंगे,3,2.2686076874040095e-06
एक्सपीरियंसहै,3,2.2686076874040095e-06
बोहरा,15,1.1343038437020048e-05
पहुंचीं,306,0.00023139798411520897
बढूंगी,3,2.2686076874040095e-06
खंगाला,5,3.7810128123400157e-06
सुधरेंगे,3,2.2686076874040095e-06
उठाएंगे,128,9.679392799590441e-05
फांसी,10,7.5620256246800315e-06
पहुचेंगे,14,1.0586835874552044e-05
संभालेगी,3,2.2686076874040095e-06
वार्ता,11,8.318228187148034e-06
जानकारी,26,1.9661266624168084e-05
तबाही,6,4.537215374808019e-06
दिखाते,14,1.0586835874552044e-05
शोम,3,2.2686076874040095e-06
मौका,41,3.100430506118813e-05
अप्लाई,3,2.2686076874040095e-06
कहिए,12,9.074430749616038e-06
शिकंजा,3,2.2686076874040095e-06
सिखाएगा,3,2.2686076874040095e-06
संभालेंगे,124,9.37691177460324e-05
अब्राहम,3,2.2686076874040095e-06
आएंगें,3,2.2686076874040095e-06
धमाल,6,4.537215374808019e-06
कैंसिल,6,4.537215374808019e-06
हिचकिचाएंगी,3,2.2686076874040095e-06
भारतीयों,3,2.2686076874040095e-06
समझें,38,2.8735697373784122e-05
जताएं,15,1.1343038437020048e-05
खींची,29,2.192987431157209e-05
उठाई,132,9.981873824577643e-05
कराए,110,8.318228187148034e-05
देती,95,7.183924343446031e-05
एन.के,8,6.049620499744026e-06
रैली,4,3.024810249872013e-06
केरल,4,3.024810249872013e-06
जेट्स,8,6.049620499744026e-06
चाहिए.,12,9.074430749616038e-06
तरह,13,9.830633312084042e-06
रखना,47,3.554152043599615e-05
पाओगे,10,7.5620256246800315e-06
रुकेंगे,48,3.629772299846415e-05
बताए,103,7.788886393420432e-05
पिलाऊंगी,4,3.024810249872013e-06
अत्याचार,4,3.024810249872013e-06
मंडराएगा,8,6.049620499744026e-06
रखती,9,6.805823062212029e-06
होतीं,41,3.100430506118813e-05
खाएंगे,7,5.293417937276022e-06
पिएंगे,4,3.024810249872013e-06
ओढेंगे,4,3.024810249872013e-06
पहनेंगे,8,6.049620499744026e-06
दागे,79,5.974000243497225e-05
मिलाकर,4,3.024810249872013e-06
मारूंगा,4,3.024810249872013e-06
सिस्टम,7,5.293417937276022e-06
बैठा,54,4.0834938373272175e-05
फेंकेंगे,4,3.024810249872013e-06
बांटे,16,1.2099240999488051e-05
लाएगा,41,3.100430506118813e-05
मायने..,4,3.024810249872013e-06
सुहागा,4,3.024810249872013e-06
मुझे,11,8.318228187148034e-06
करेगी...,4,3.024810249872013e-06
भेजीं,19,1.4367848686892061e-05
मिलूंगा,12,9.074430749616038e-06
मारते,4,3.024810249872013e-06
कमाल,14,1.0586835874552044e-05
मानते,101,7.637645880926832e-05
बार,19,1.4367848686892061e-05
खोया,35,2.646708968638011e-05
आती,182,0.00013762886636917659
बताऊं,12,9.074430749616038e-06
रोकते,10,7.5620256246800315e-06
भरी,116,8.771949724628837e-05
कैमरा,5,3.7810128123400157e-06
गुजरी,68,5.1421774247824214e-05
कराएगा,69,5.217797681029222e-05
जानें..,25,1.890506406170008e-05
काम,87,6.578962293471628e-05
उठें,17,1.2855443561956053e-05
पाते,168,0.00012704203049462455
हत्या,36,2.7223292248848114e-05
ए.के,113,8.545088955888436e-05
त्यागी,4,3.024810249872013e-06
खरीदेगा,19,1.4367848686892061e-05
वी.एस,4,3.024810249872013e-06
कीजिये,4,3.024810249872013e-06
भेजेगी,34,2.5710887123912107e-05
खबरें....,8,6.049620499744026e-06
प्रवचन,4,3.024810249872013e-06
पाएंगी,78,5.898379987250425e-05
अाया,4,3.024810249872013e-06
कराएं,90,6.805823062212028e-05
फायदे,58,4.385974862314418e-05
जायेगा,203,0.00015350912018100466
श्मशान.,4,3.024810249872013e-06
बदली,41,3.100430506118813e-05
समझाए,13,9.830633312084042e-06
खाते,4,3.024810249872013e-06
करुंगी,14,1.0586835874552044e-05
करवाए,70,5.293417937276022e-05
जााएगा,4,3.024810249872013e-06
टिकेंगी,4,3.024810249872013e-06
मरूंगी,4,3.024810249872013e-06
चले,64,4.8396963997952206e-05
बताएगा,59,4.461595118561219e-05
बसें,8,6.049620499744026e-06
चलते,34,2.5710887123912107e-05
होम,16,1.2099240999488051e-05
बराबर,4,3.024810249872013e-06
उतारेंगे,13,9.830633312084042e-06
स्माइली,20,1.5124051249360063e-05
विधाएं,10,7.5620256246800315e-06
बीच,44,3.327291274859214e-05
टिकी,23,1.7392658936764072e-05
बनें,61,4.6128356310548194e-05
मानें,15,1.1343038437020048e-05
शायरी,10,7.5620256246800315e-06
लव,10,7.5620256246800315e-06
सच,38,2.8735697373784122e-05
घई,4,3.024810249872013e-06
साल,46,3.4785317873528145e-05
सूरी,4,3.024810249872013e-06
लौटाएंगे,19,1.4367848686892061e-05
बताएं,113,8.545088955888436e-05
उतारा,98,7.410785112186431e-05
खुले,24,1.8148861499232076e-05
परेरा,4,3.024810249872013e-06
कुमार,71,5.3690381935228225e-05
बुलाएगी,4,3.024810249872013e-06
मिलाया,49,3.7053925560932156e-05
ठहरे,4,3.024810249872013e-06
स्टोरेज,11,8.318228187148034e-06
नरम,4,3.024810249872013e-06
क्यों.,4,3.024810249872013e-06
बिंदू,4,3.024810249872013e-06
सच्चाई..,8,6.049620499744026e-06
गिनाए,11,8.318228187148034e-06
जुटे,23,1.7392658936764072e-05
आर.एन,27,2.0417469186636087e-05
कैंसर..,4,3.024810249872013e-06
राइटर,4,3.024810249872013e-06
सोची,14,1.0586835874552044e-05
जानेंगे,21,1.588025381182807e-05
होगा..,63,4.76407614354842e-05
उठेगा,16,1.2099240999488051e-05
विदाई,4,3.024810249872013e-06
गलत,42,3.176050762365614e-05
किये,63,4.76407614354842e-05
वजह..,49,3.7053925560932156e-05
करवाईं,9,6.805823062212029e-06
रखता,17,1.2855443561956053e-05
मौका..,24,1.8148861499232076e-05
दिखेगा,142,0.00010738076387045645
रोई,15,1.1343038437020048e-05
सुझाव,4,3.024810249872013e-06
,80,6.049620499744025e-05
सुनीं,21,1.588025381182807e-05
भी..,13,9.830633312084042e-06
देखेंगे,221,0.0001671207663054287
था..,64,4.8396963997952206e-05
दुख,4,3.024810249872013e-06
खुलासा,15,1.1343038437020048e-05
बौखलाहट,4,3.024810249872013e-06
आईला,4,3.024810249872013e-06
आरोपी,27,2.0417469186636087e-05
दावेदारी,18,1.3611646124424057e-05
सुनेंगे,55,4.159114093574017e-05
ज्यादा,13,9.830633312084042e-06
रखेगा,92,6.957063574705629e-05
खुलेगा,42,3.176050762365614e-05
लेकिन..,32,2.4198481998976103e-05
बचाते,4,3.024810249872013e-06
सुनाए,57,4.310354606067618e-05
पातीं,55,4.159114093574017e-05
करवातीं,4,3.024810249872013e-06
मारी,133,0.00010057494080824442
के.वी,100,7.562025624680032e-05
निर्देशित,4,3.024810249872013e-06
चुनें,19,1.4367848686892061e-05
कहें,41,3.100430506118813e-05
होता..,8,6.049620499744026e-06
बढाएं,4,3.024810249872013e-06
रहिए,58,4.385974862314418e-05
लगाएगी,43,3.2516710186124134e-05
खींचेगा,5,3.7810128123400157e-06
जान,26,1.9661266624168084e-05
अफवाह,13,9.830633312084042e-06
गर्इ,4,3.024810249872013e-06
दिलाया,99,7.486405368433231e-05
स्वीकारेगा,4,3.024810249872013e-06
दिख,4,3.024810249872013e-06
खाना,14,1.0586835874552044e-05
पाउंगा,5,3.7810128123400157e-06
पाएं,113,8.545088955888436e-05
सुधरेगी,4,3.024810249872013e-06
खेलूं,4,3.024810249872013e-06
खबरें,120,9.074430749616038e-05
खास,228,0.00017241418424270472
यार,24,1.8148861499232076e-05
जन्म,4,3.024810249872013e-06
बनता,29,2.192987431157209e-05
पतला,4,3.024810249872013e-06
जीते,225,0.00017014557655530073
बनाना,39,2.9491899936252126e-05
बुलाएंगे,23,1.7392658936764072e-05
बहार,4,3.024810249872013e-06
गाएं,4,3.024810249872013e-06
सुकून,4,3.024810249872013e-06
बाहर,38,2.8735697373784122e-05
रहीम,24,1.8148861499232076e-05
वैन,4,3.024810249872013e-06
कैमरे,10,7.5620256246800315e-06
वस्तुएं,4,3.024810249872013e-06
फोन,44,3.327291274859214e-05
ड्राइव,4,3.024810249872013e-06
शामिल,14,1.0586835874552044e-05
फायदा,48,3.629772299846415e-05
सुलझाया,14,1.0586835874552044e-05
रहे...,8,6.049620499744026e-06
गरजेंगी,4,3.024810249872013e-06
दिमाग,9,6.805823062212029e-06
राजपूत,4,3.024810249872013e-06
किए..,21,1.588025381182807e-05
हेयर,4,3.024810249872013e-06
जल्लाद,8,6.049620499744026e-06
कब,4,3.024810249872013e-06
मलिक,4,3.024810249872013e-06
ए,290,0.0002192987431157209
मत,19,1.4367848686892061e-05
मनवाया,4,3.024810249872013e-06
बंटोरी,4,3.024810249872013e-06
आयी,12,9.074430749616038e-06
विकास,59,4.461595118561219e-05
फेकें,4,3.024810249872013e-06
यू.यू,8,6.049620499744026e-06
स्व,6,4.537215374808019e-06
एच.डी,23,1.7392658936764072e-05
ठहराया,218,0.0001648521586180247
उतारेगी,64,4.8396963997952206e-05
लगाएं,415,0.0003138240634242213
दिये,34,2.5710887123912107e-05
चलाईं,52,3.932253324833617e-05
एक,13,9.830633312084042e-06
मिलाते,7,5.293417937276022e-06
शब्द,14,1.0586835874552044e-05
दिखाओ,10,7.5620256246800315e-06
उकसाया,4,3.024810249872013e-06
देखता,26,1.9661266624168084e-05
परोसे,4,3.024810249872013e-06
वयस्क,4,3.024810249872013e-06
हैंं,7,5.293417937276022e-06
बजट,45,3.402911531106014e-05
उम्मीद,14,1.0586835874552044e-05
संबोधन,4,3.024810249872013e-06
उस्ताद,4,3.024810249872013e-06
जानती,29,2.192987431157209e-05
एंट्री,45,3.402911531106014e-05
लाएंगे,96,7.25954459969283e-05
आजमाएंगे,17,1.2855443561956053e-05
कहूं,23,1.7392658936764072e-05
लूंगा,101,7.637645880926832e-05
सौंपेगी,43,3.2516710186124134e-05
थें,54,4.0834938373272175e-05
नोचते,8,6.049620499744026e-06
पाय,4,3.024810249872013e-06
चीखती,4,3.024810249872013e-06
ट्वीट,30,2.2686076874040095e-05
दिलाएंगे,86,6.503342037224827e-05
दरार,18,1.3611646124424057e-05
छटेगा,4,3.024810249872013e-06
पालें,4,3.024810249872013e-06
जे,125,9.452532030850039e-05
डराती,4,3.024810249872013e-06
सुलझता,4,3.024810249872013e-06
की..,21,1.588025381182807e-05
पहचानता,4,3.024810249872013e-06
देखो,38,2.8735697373784122e-05
बनाएगा,22,1.663645637429607e-05
धरम,4,3.024810249872013e-06
उतारी,15,1.1343038437020048e-05
मुकाबले,8,6.049620499744026e-06
जमाए,4,3.024810249872013e-06
चाहिेए,5,3.7810128123400157e-06
परेशानी..,5,3.7810128123400157e-06
दिखुंगी,5,3.7810128123400157e-06
होंगे..,13,9.830633312084042e-06
आदि,93,7.03268383095243e-05
बताइए,35,2.646708968638011e-05
मांगिए,5,3.7810128123400157e-06
आऐ,5,3.7810128123400157e-06
खाऐंगे,5,3.7810128123400157e-06
महामंच,10,7.5620256246800315e-06
हेडली,5,3.7810128123400157e-06
सबब,5,3.7810128123400157e-06
तौलेगा,5,3.7810128123400157e-06
बदलता,5,3.7810128123400157e-06
कहते,40,3.0248102498720126e-05
महीने,5,3.7810128123400157e-06
मजबूरी,19,1.4367848686892061e-05
उगली,5,3.7810128123400157e-06
पहुंचेंगी,24,1.8148861499232076e-05
बनेंगी,91,6.881443318458829e-05
बदलाव,21,1.588025381182807e-05
उभरी,27,2.0417469186636087e-05
पास,57,4.310354606067618e-05
वर्णन,5,3.7810128123400157e-06
पिलाई,54,4.0834938373272175e-05
लोचा,5,3.7810128123400157e-06
अहमद,5,3.7810128123400157e-06
सुतारिया,5,3.7810128123400157e-06
चटकाया,5,3.7810128123400157e-06
बेवकूफ,5,3.7810128123400157e-06
चैनल,10,7.5620256246800315e-06
लगाएंगे,117,8.847569980875638e-05
डालें,104,7.864506649667233e-05
तभी,15,1.1343038437020048e-05
आपको..,5,3.7810128123400157e-06
निकालें,35,2.646708968638011e-05
पहुंचाएगी,17,1.2855443561956053e-05
सहारा,5,3.7810128123400157e-06
सफर,61,4.6128356310548194e-05
डरे,5,3.7810128123400157e-06
चाहूंगीं,5,3.7810128123400157e-06
शेड्यूल,8,6.049620499744026e-06
एन.एन,5,3.7810128123400157e-06
रनोट,5,3.7810128123400157e-06
वन,12,9.074430749616038e-06
जीतेंगी,5,3.7810128123400157e-06
कहूंगा,20,1.5124051249360063e-05
मिठास,5,3.7810128123400157e-06
चखा,5,3.7810128123400157e-06
नैया,5,3.7810128123400157e-06
वोटिंग,14,1.0586835874552044e-05
मतदान,15,1.1343038437020048e-05
जीतीं,78,5.898379987250425e-05
तोहफा...,5,3.7810128123400157e-06
तस्वीरें....,5,3.7810128123400157e-06
सांसद,5,3.7810128123400157e-06
रचाएंगी,13,9.830633312084042e-06
सौंपेंगे,86,6.503342037224827e-05
पेंशन,19,1.4367848686892061e-05
महिमा..,5,3.7810128123400157e-06
डमरूधर,5,3.7810128123400157e-06
त्रयंबकेश्वर,5,3.7810128123400157e-06
शक्ति,5,3.7810128123400157e-06
निकलें,43,3.2516710186124134e-05
जताएगा,5,3.7810128123400157e-06
दोहराया,75,5.671519218510024e-05
देखेगी,33,2.4954684561444106e-05
खेलेगी,69,5.217797681029222e-05
लिखेंगे,28,2.1173671749104088e-05
कमान,6,4.537215374808019e-06
लपेटें,5,3.7810128123400157e-06
कार्य,5,3.7810128123400157e-06
कर्मी,5,3.7810128123400157e-06
बदले,95,7.183924343446031e-05
कारण,11,8.318228187148034e-06
हाहाहाहा..,14,1.0586835874552044e-05
लूं,27,2.0417469186636087e-05
दिखाती,15,1.1343038437020048e-05
रहूंगी,43,3.2516710186124134e-05
खुशखबरी,24,1.8148861499232076e-05
रिपोर्ट,19,1.4367848686892061e-05
रोटियां,5,3.7810128123400157e-06
डाडा,10,7.5620256246800315e-06
हीरू,5,3.7810128123400157e-06
कौशिक,5,3.7810128123400157e-06
जनप्रतिनि..,5,3.7810128123400157e-06
चलेंगे,101,7.637645880926832e-05
चूक,5,3.7810128123400157e-06
बरसाईं,19,1.4367848686892061e-05
मैगी,5,3.7810128123400157e-06
मिलती,99,7.486405368433231e-05
खुश,16,1.2099240999488051e-05
लाओगे,5,3.7810128123400157e-06
बुझाया,5,3.7810128123400157e-06
खाती,13,9.830633312084042e-06
एक्टिंग,5,3.7810128123400157e-06
देओल,5,3.7810128123400157e-06
रिसेप्शन,5,3.7810128123400157e-06
लीग,5,3.7810128123400157e-06
गयीं,23,1.7392658936764072e-05
सोचा,52,3.932253324833617e-05
वहां,28,2.1173671749104088e-05
दोगुना,6,4.537215374808019e-06
कांग्रेसी,6,4.537215374808019e-06
लागू,6,4.537215374808019e-06
गिरीं,6,4.537215374808019e-06
बचाया,98,7.410785112186431e-05
गुजारी,7,5.293417937276022e-06
लीं,70,5.293417937276022e-05
लगवाएंगे,6,4.537215374808019e-06
मिलें,67,5.066557168535621e-05
अलर्ट,6,4.537215374808019e-06
अपनाए,6,4.537215374808019e-06
बाद,96,7.25954459969283e-05
गिनाया,43,3.2516710186124134e-05
संधू,12,9.074430749616038e-06
मंगलवार,6,4.537215374808019e-06
प्वाइंट,6,4.537215374808019e-06
बेटी,17,1.2855443561956053e-05
यूं,14,1.0586835874552044e-05
किस्से,32,2.4198481998976103e-05
माने,29,2.192987431157209e-05
संभाला,178,0.00013460405611930457
खाई,36,2.7223292248848114e-05
हटाया,44,3.327291274859214e-05
हमला,16,1.2099240999488051e-05
लक्ष्य,24,1.8148861499232076e-05
बताईं,15,1.1343038437020048e-05
लेते,92,6.957063574705629e-05
मो,225,0.00017014557655530073
है्,31,2.34422794365081e-05
में..,141,0.00010662456130798845
दिखता,71,5.3690381935228225e-05
देंखे,6,4.537215374808019e-06
घूमें,11,8.318228187148034e-06
मिलेंगी,68,5.1421774247824214e-05
आशंका,13,9.830633312084042e-06
ओह..,6,4.537215374808019e-06
परिवार,16,1.2099240999488051e-05
अंजाम,25,1.890506406170008e-05
अपडेशन,9,6.805823062212029e-06
भेजना,6,4.537215374808019e-06
देश,28,2.1173671749104088e-05
चीफ,6,4.537215374808019e-06
आईएसआई,6,4.537215374808019e-06
इराक,6,4.537215374808019e-06
सीरिया,6,4.537215374808019e-06
,81,6.125240755990826e-05
छपे,5,3.7810128123400157e-06
हो..,31,2.34422794365081e-05
बरपा,5,3.7810128123400157e-06
झंडे,5,3.7810128123400157e-06
मुक्त,5,3.7810128123400157e-06
आदेश,44,3.327291274859214e-05
मिलाएं,34,2.5710887123912107e-05
मनोकामना,5,3.7810128123400157e-06
नकारात्मक,5,3.7810128123400157e-06
हिंद,10,7.5620256246800315e-06
मातरम,13,9.830633312084042e-06
इंडिया,27,2.0417469186636087e-05
सदगमय,5,3.7810128123400157e-06
ज्योतिर्गमय,5,3.7810128123400157e-06
गमय,5,3.7810128123400157e-06
करवावहै,5,3.7810128123400157e-06
विद्विषावहै,5,3.7810128123400157e-06
आप,43,3.2516710186124134e-05
चाहेंगी,81,6.125240755990826e-05
आसानी..,5,3.7810128123400157e-06
माएगा,27,2.0417469186636087e-05
ठाने,5,3.7810128123400157e-06
कैद,37,2.7979494811316118e-05
रूकेगी,5,3.7810128123400157e-06
बी.एल,5,3.7810128123400157e-06
निबटाईं,5,3.7810128123400157e-06
डी.पी,30,2.2686076874040095e-05
सीरियल,16,1.2099240999488051e-05
आयोजन,5,3.7810128123400157e-06
ठनी,5,3.7810128123400157e-06
आपत्ति,5,3.7810128123400157e-06
लगेंगी,25,1.890506406170008e-05
चलेंगी,47,3.554152043599615e-05
जायगा,5,3.7810128123400157e-06
आपत्ति..,5,3.7810128123400157e-06
भरें,5,3.7810128123400157e-06
एग्जामिनेशन,5,3.7810128123400157e-06
नसीहत,5,3.7810128123400157e-06
हिचकिचाएं,5,3.7810128123400157e-06
बख्शेंगे,9,6.805823062212029e-06
रोकें,36,2.7223292248848114e-05
लाएं,46,3.4785317873528145e-05
शूट,10,7.5620256246800315e-06
टोका,18,1.3611646124424057e-05
जरूरी,55,4.159114093574017e-05
गुजरा,39,2.9491899936252126e-05
चाय,5,3.7810128123400157e-06
फूड,17,1.2855443561956053e-05
समाना,5,3.7810128123400157e-06
खिलाए,5,3.7810128123400157e-06
खिलाई,5,3.7810128123400157e-06
होइए,18,1.3611646124424057e-05
जैसा,5,3.7810128123400157e-06
लगकर,5,3.7810128123400157e-06
स्क्रीन,5,3.7810128123400157e-06
इंडिया..,5,3.7810128123400157e-06
मिलन,5,3.7810128123400157e-06
संपन्न,45,3.402911531106014e-05
संगठन,12,9.074430749616038e-06
सजाएंगे,14,1.0586835874552044e-05
डी,42,3.176050762365614e-05
सिखाएगी,8,6.049620499744026e-06
मैनपुरी,5,3.7810128123400157e-06
कमाई..,5,3.7810128123400157e-06
वर्मा,8,6.049620499744026e-06
कास्ट,12,9.074430749616038e-06
देखकर,16,1.2099240999488051e-05
झुके,6,4.537215374808019e-06
ई,55,4.159114093574017e-05
बांटी,30,2.2686076874040095e-05
अंदाज,63,4.76407614354842e-05
रिएक्शन,6,4.537215374808019e-06
गुजारा,21,1.588025381182807e-05
मारे,64,4.8396963997952206e-05
सिया,6,4.537215374808019e-06
मां,22,1.663645637429607e-05
गोदा,6,4.537215374808019e-06
धोया,16,1.2099240999488051e-05
उतरे,129,9.755013055837241e-05
कीमत,9,6.805823062212029e-06
इंतजाम,6,4.537215374808019e-06
दिलवाया,6,4.537215374808019e-06
यू,43,3.2516710186124134e-05
को....,6,4.537215374808019e-06
टिप्स,15,1.1343038437020048e-05
अपनाएं,17,1.2855443561956053e-05
सुलझाएं,6,4.537215374808019e-06
बरतें,20,1.5124051249360063e-05
बनेंगी..,6,4.537215374808019e-06
दिखाएगी,34,2.5710887123912107e-05
छुआ,85,6.427721780978027e-05
कदम,13,9.830633312084042e-06
रखते,44,3.327291274859214e-05
बचाएं,22,1.663645637429607e-05
दिलाएं,35,2.646708968638011e-05
मागी,6,4.537215374808019e-06
व्यवहार,6,4.537215374808019e-06
मिश्रा,11,8.318228187148034e-06
जियो,6,4.537215374808019e-06
स्टोरी,9,6.805823062212029e-06
बनती,53,4.007873581080417e-05
घाट,20,1.5124051249360063e-05
जाप,12,9.074430749616038e-06
चोरियां,12,9.074430749616038e-06
दुकानदार,6,4.537215374808019e-06
कोचलिन..,6,4.537215374808019e-06
स्वागत,82,6.200861012237627e-05
सम्बोधन,84,6.352101524731227e-05
स्टेडियम,6,4.537215374808019e-06
रचाई,48,3.629772299846415e-05
होंगीं,13,9.830633312084042e-06
पार्टनर,14,1.0586835874552044e-05
अकेले,6,4.537215374808019e-06
आर.पी,58,4.385974862314418e-05
टैटू,18,1.3611646124424057e-05
थिमैया,6,4.537215374808019e-06
रखियेगा,8,6.049620499744026e-06
बनायेगी,6,4.537215374808019e-06
भुनाएगी,43,3.2516710186124134e-05
संभालिए,12,9.074430749616038e-06
निर्माता,6,4.537215374808019e-06
पहुंचाईं,6,4.537215374808019e-06
धन्यवाद,67,5.066557168535621e-05
सुल्तान,6,4.537215374808019e-06
टटोलें,12,9.074430749616038e-06
लेना,48,3.629772299846415e-05
गया.,6,4.537215374808019e-06
आतंकी,45,3.402911531106014e-05
भरा,46,3.4785317873528145e-05
धंसी,6,4.537215374808019e-06
कहा..,15,1.1343038437020048e-05
जिम्मेवार,6,4.537215374808019e-06
गौतम..,6,4.537215374808019e-06
फंसाया,25,1.890506406170008e-05
खेल,13,9.830633312084042e-06
निकाले,21,1.588025381182807e-05
मिलूंगी,18,1.3611646124424057e-05
सीट,46,3.4785317873528145e-05
चटाई,7,5.293417937276022e-06
उभरा,6,4.537215374808019e-06
बेलसंड,6,4.537215374808019e-06
रखिए,48,3.629772299846415e-05
आईसक्रीम,6,4.537215374808019e-06
कहां,21,1.588025381182807e-05
शुरुआत,45,3.402911531106014e-05
मर्दानी,6,4.537215374808019e-06
कैसे..,12,9.074430749616038e-06
चाहिए..,25,1.890506406170008e-05
कराते,6,4.537215374808019e-06
दूसरा,6,4.537215374808019e-06
फंसें,6,4.537215374808019e-06
लहराएगी,6,4.537215374808019e-06
खूबियां,16,1.2099240999488051e-05
बातें..,175,0.00013233544843190055
ठग्स.,42,3.176050762365614e-05
बातें.,18,1.3611646124424057e-05
ठग्स..,22,1.663645637429607e-05
जाफरी,12,9.074430749616038e-06
बिताया,109,8.242607930901235e-05
क्रिकेटर्स,12,9.074430749616038e-06
आजादी,23,1.7392658936764072e-05
खलल,6,4.537215374808019e-06
नजर,40,3.0248102498720126e-05
करीना,6,4.537215374808019e-06
सराहा,47,3.554152043599615e-05
में.,8,6.049620499744026e-06
सम्मानित,8,6.049620499744026e-06
ड्रामा,16,1.2099240999488051e-05
फर्नांडिस,10,7.5620256246800315e-06
मानता,64,4.8396963997952206e-05
रखवाऊंगा,6,4.537215374808019e-06
चलवाएं,6,4.537215374808019e-06
चलवावो।,6,4.537215374808019e-06
हैं।,13,9.830633312084042e-06
बेताब,6,4.537215374808019e-06
घुसी,10,7.5620256246800315e-06
पैसे,8,6.049620499744026e-06
बातचीत,19,1.4367848686892061e-05
जीतें,14,1.0586835874552044e-05
विरोध,15,1.1343038437020048e-05
बचाव..,7,5.293417937276022e-06
लाएगी,118,8.923190237122437e-05
अप्रवासी,7,5.293417937276022e-06
भारतीय,7,5.293417937276022e-06
दिखाएंगे,30,2.2686076874040095e-05
इसमें,7,5.293417937276022e-06
एच.के,7,5.293417937276022e-06
एम.एस,40,3.0248102498720126e-05
बुझाई,15,1.1343038437020048e-05
बनवाएं,7,5.293417937276022e-06
जश्न,7,5.293417937276022e-06
मि,32,2.4198481998976103e-05
कनेक्शन,29,2.192987431157209e-05
सप्लाई,7,5.293417937276022e-06
समझाया,70,5.293417937276022e-05
उतरेंगी,45,3.402911531106014e-05
बरपाया,12,9.074430749616038e-06
लिये,33,2.4954684561444106e-05
लियोन,16,1.2099240999488051e-05
रेड्डी,21,1.588025381182807e-05
कम,37,2.7979494811316118e-05
कानून,26,1.9661266624168084e-05
निकलना,7,5.293417937276022e-06
गुड,7,5.293417937276022e-06
टिकट,28,2.1173671749104088e-05
बुकिंग,14,1.0586835874552044e-05
फाजली..,7,5.293417937276022e-06
सरताज,7,5.293417937276022e-06
फरवरी,7,5.293417937276022e-06
और.,7,5.293417937276022e-06
कुछ..,7,5.293417937276022e-06
लुक..,16,1.2099240999488051e-05
जाए..,16,1.2099240999488051e-05
पेंट्स,32,2.4198481998976103e-05
चालाकी,7,5.293417937276022e-06
डेटा,19,1.4367848686892061e-05
दत्तो,7,5.293417937276022e-06
जिए,7,5.293417937276022e-06
सिमरन,7,5.293417937276022e-06
शरीर,7,5.293417937276022e-06
मुहर,12,9.074430749616038e-06
अधिसूचना,7,5.293417937276022e-06
नियुक्ति,7,5.293417937276022e-06
मारापीटा,7,5.293417937276022e-06
भोगा,7,5.293417937276022e-06
बैठी,17,1.2855443561956053e-05
चलाइए,17,1.2855443561956053e-05
दिव्यांका,7,5.293417937276022e-06
वर्कआउट,7,5.293417937276022e-06
मोटिवेट,7,5.293417937276022e-06
चाहतीं,73,5.520278706016423e-05
एस.के,18,1.3611646124424057e-05
कसेगा,14,1.0586835874552044e-05
जुटाएगी,14,1.0586835874552044e-05
सच्चाई,32,2.4198481998976103e-05
पहने,27,2.0417469186636087e-05
मिनट,33,2.4954684561444106e-05
लूजर,7,5.293417937276022e-06
एजुकेशन,7,5.293417937276022e-06
डिजाइन,7,5.293417937276022e-06
बंधेंगे,15,1.1343038437020048e-05
